transaction_id,user_id,amount,timestamp,location,device_type,user_age_days,transaction_count_last_1_day,transaction_count_last_1_hour,average_amount_last_7_days,is_kyc_verified,location_distance_from_home_km,is_foreign_device,previous_fraud_count,label
bf216e7a-45b1-4bef-90be-421e2e6fce15,USR0951,91118.0,2025-09-06T01:33:05.794475,Bangalore,Web,630,8,6,13932.8,True,200.05,True,2,0
6d415688-0c59-4e62-a639-e924e7f21ded,USR0713,75170.91,2025-09-01T12:42:05.794482,Chennai,Web,153,7,9,5567.78,True,237.15,True,0,0
c2c8e5e9-3ed4-492a-baa7-3762f0ac4fc6,USR0719,65128.76,2025-08-16T20:27:05.794489,Chennai,iOS,534,45,1,48241.31,True,8.07,True,3,0
46494134-49b9-4dbf-9820-2a18b01e7af0,USR0926,79864.27,2025-08-21T07:31:05.794496,Mumbai,iOS,178,34,7,4602.41,False,352.51,True,5,0
c73c5df2-53b5-41a7-9c4c-d53bd12391cd,USR0871,91440.58,2025-09-06T07:04:05.794503,Hyderabad,Web,163,5,1,36104.85,True,205.19,True,0,0
d1bc523b-afab-4d7e-a69f-ccb4549a742f,USR0388,83233.45,2025-08-31T19:49:05.794510,Chennai,iOS,950,6,9,22611.2,True,472.08,False,3,0
852aa245-53e5-451c-96ba-c9af8887b4b7,USR0299,73902.45,2025-09-10T03:09:05.794518,Delhi,Web,828,35,7,47547.22,False,298.07,True,0,0
e273a1c5-965d-4edc-bfa9-142a6a947f4e,USR0370,34540.87,2025-08-30T02:03:05.794532,Bangalore,iOS,357,8,9,32075.25,False,135.84,True,3,1
098c8d5c-425f-404d-8f0a-71612663c9d5,USR0150,19209.46,2025-08-30T13:14:05.794539,Chennai,iOS,461,30,5,42446.32,True,362.4,False,2,0
3cbf1448-785b-4d31-9185-f48a90b88b26,USR0030,23250.67,2025-09-01T20:36:05.794546,Bangalore,Android,571,12,10,17045.97,True,363.13,False,2,0
8927c495-bba9-48d4-85d4-e6a5f10a924f,USR0137,42401.36,2025-08-25T11:01:05.794553,Mumbai,Android,282,50,6,5011.56,True,428.03,False,1,0
1f41e619-0c02-4767-9224-04689798e0bb,USR0801,60250.78,2025-09-08T10:57:05.794561,Mumbai,Android,597,36,4,44320.91,True,482.37,True,1,0
f4fb6a68-b2b2-46f8-96c3-da2cd0c86c7b,USR0025,35736.42,2025-09-02T12:34:05.794568,Bangalore,Android,460,33,10,28251.28,False,491.56,False,2,0
27bbec73-ee97-4f19-a009-6154b3e437ef,USR0468,74552.24,2025-08-31T14:21:05.794575,Chennai,Web,469,23,10,19002.25,True,332.27,False,4,0
eb23bcea-4611-45bc-8a41-117c2ba8c201,USR0520,90939.27,2025-08-22T11:37:05.794582,Bangalore,iOS,408,9,4,24996.8,True,9.82,False,3,0
bcb9ca13-0fe3-48ab-9b1b-80d822096471,USR0174,31793.65,2025-08-23T00:24:05.794590,Hyderabad,iOS,602,26,8,22224.12,True,66.46,True,0,0
2b6ffa84-19b4-41fa-99e6-a5379521aa99,USR0440,79430.63,2025-08-29T01:23:05.794597,Bangalore,iOS,69,43,6,7382.87,False,323.1,False,3,0
6d82d6eb-6f4d-4b6b-ab68-3c5cdf0127f0,USR0970,33269.76,2025-08-22T21:07:05.794604,Mumbai,Web,993,27,10,30703.19,False,223.49,False,1,0
44ea964d-4799-4653-8563-3999128da22f,USR0663,66963.23,2025-08-28T15:49:05.794611,Bangalore,iOS,608,1,0,15619.96,False,90.12,False,4,0
da4f2792-a394-4adb-8e0d-19a574d3bb9d,USR0813,4768.36,2025-09-10T10:55:05.794618,Hyderabad,Android,783,6,6,47250.07,False,234.83,True,1,0
40cc33fa-04f0-44c2-8f8f-2bea8a44f8f6,USR0446,33675.63,2025-09-04T05:13:05.794625,Chennai,Web,798,2,1,29173.03,False,338.0,False,1,0
fdfe6e5c-60e4-4e91-a9e6-2894012f2485,USR0520,22980.91,2025-08-29T21:13:05.794633,Mumbai,iOS,199,19,0,44040.93,False,189.53,False,2,0
3763c3a7-d822-4341-8a40-115164203336,USR0076,45473.98,2025-08-21T05:20:05.794640,Mumbai,iOS,502,10,7,18192.43,False,268.07,False,1,0
e51d3f2e-20e5-47c6-bcff-f8cd65eb84c3,USR0029,89804.55,2025-09-10T19:44:05.794647,Mumbai,iOS,541,45,9,23395.4,True,88.56,False,5,0
140708b4-66c7-4dc6-94fc-dbf9acac565c,USR0633,14703.95,2025-08-26T02:26:05.794654,Bangalore,Android,756,12,8,15974.29,False,438.88,False,2,0
d235764e-1ddd-4c61-8e96-731e23790f41,USR0149,34682.56,2025-08-24T21:23:05.794662,Bangalore,iOS,881,4,9,29243.96,False,249.81,False,2,0
c197a7bb-c6fe-4ad0-8487-888d1ef10b2d,USR0778,67292.01,2025-09-10T20:57:05.794669,Bangalore,Android,33,6,4,46189.51,False,71.77,False,2,0
40a5ba76-c70a-458e-bfd9-e44df52d9458,USR0345,74188.27,2025-09-02T01:08:05.794676,Hyderabad,Web,991,10,3,4460.68,False,370.43,False,1,1
479cc212-bab0-433a-b027-5c84b35d8f66,USR0086,20782.32,2025-08-19T03:53:05.794683,Chennai,iOS,783,49,5,12907.24,False,359.74,False,2,0
d758ea81-7455-40b9-9c00-149a95ca37ae,USR0940,68539.24,2025-08-26T08:01:05.794690,Hyderabad,Android,315,36,4,42761.19,True,147.73,True,3,0
d9ff091f-1f05-45e7-8cfc-218f315657aa,USR0182,30460.52,2025-08-22T15:41:05.794698,Mumbai,iOS,930,11,6,7817.03,False,144.65,True,0,0
53879cde-d888-4508-b73c-3aaf9233136c,USR0243,37212.6,2025-09-01T11:31:05.794705,Mumbai,iOS,820,28,9,49123.0,False,263.75,False,5,0
0d0d5703-8d45-4c27-a53a-6ad7a5f34274,USR0856,68699.72,2025-08-27T05:57:05.794714,Mumbai,Android,293,14,3,4675.73,False,283.35,False,0,0
4cb41647-cf16-46aa-9dc6-84d1c928f067,USR0611,96650.69,2025-08-19T19:08:05.794722,Hyderabad,Web,380,40,9,16006.52,False,126.51,False,0,0
e6404138-b44d-4fda-8bc7-573c19713494,USR0104,63688.77,2025-09-01T08:31:05.794729,Delhi,iOS,723,34,5,10731.51,True,122.55,False,3,0
953acf4a-aac5-4acc-9315-720a34b449e4,USR0266,62498.28,2025-08-16T15:47:05.794737,Chennai,iOS,961,16,7,10097.12,True,300.21,True,1,0
df7ff935-c730-4ba9-8220-130ab84e065f,USR0157,81956.21,2025-09-13T23:11:05.794744,Mumbai,Android,331,50,4,13644.53,True,148.96,False,3,1
fb7060c0-f935-42ed-8063-8b1c9f462613,USR0385,27489.38,2025-09-03T18:01:05.794751,Delhi,Web,191,32,4,41549.36,True,65.56,True,3,0
cc18bfaf-6336-4dc7-b92e-b33334eca67f,USR0390,74823.59,2025-08-22T18:55:05.794758,Hyderabad,iOS,781,41,0,21255.9,False,460.73,False,1,0
41472544-62a4-44a8-9de9-b9dfd087d053,USR0241,83652.07,2025-08-21T23:24:05.794765,Delhi,Web,320,12,4,18015.46,False,88.07,True,5,1
ee328e6e-54f1-4186-a745-1c1579d2dc89,USR0929,61351.64,2025-09-05T03:14:05.794772,Hyderabad,Web,336,42,2,5742.09,False,111.82,False,3,0
e9437168-0d0c-4a25-ae20-6fd45103edc5,USR0133,25255.25,2025-08-30T13:02:05.794780,Delhi,Android,242,14,2,33446.84,True,227.09,True,0,0
c238a74d-8b6c-4106-80d3-6698ca40f4e2,USR0578,99285.12,2025-08-29T10:12:05.794790,Chennai,iOS,264,5,7,10739.4,True,169.15,True,2,0
34a61e5f-d666-4f3c-ad2e-3b066daca46a,USR0958,41528.51,2025-08-19T03:02:05.794797,Hyderabad,iOS,396,8,3,41357.65,True,292.73,True,0,0
8e77a6f8-2444-4d46-a108-877164e345e9,USR0536,34599.46,2025-09-09T23:00:05.794804,Mumbai,Android,99,44,9,12005.33,False,248.3,False,1,0
6805e1ce-9676-49b8-9747-04a3cad81b0f,USR0501,25575.54,2025-09-13T02:11:05.794811,Bangalore,Web,293,19,8,29291.13,False,116.52,False,1,0
fb469d34-1d01-4078-8457-a75fdded937f,USR0396,54973.49,2025-09-14T04:08:05.794819,Hyderabad,Web,241,33,7,9573.64,True,375.93,True,4,1
dc685d61-c2ad-4c78-9b52-6df0658e9def,USR0894,45233.39,2025-09-09T20:35:05.794830,Hyderabad,iOS,523,44,3,3050.81,False,163.73,False,1,0
e619aa51-b7de-4a9c-9b2c-dce32f18c186,USR0893,57096.49,2025-09-11T16:09:05.794838,Chennai,Android,162,7,4,18600.13,True,478.62,True,2,0
5090eb30-61d7-4f91-b926-438b75318d45,USR0632,54662.11,2025-09-02T08:06:05.794845,Chennai,iOS,166,45,9,14067.85,False,102.66,True,2,0
42870344-c18d-4cc1-afa9-7f5a89d9ea0d,USR0775,96042.53,2025-08-19T15:47:05.794852,Hyderabad,iOS,966,19,10,38224.58,False,183.64,True,1,0
c5ed1cee-1e9a-4c85-bddd-6639206aea55,USR0705,59938.12,2025-08-23T12:04:05.794859,Bangalore,Web,161,12,9,13968.46,True,121.3,True,4,0
bdeffa09-7a5f-4504-8b0d-0f559ec16ed7,USR0894,22281.8,2025-08-30T21:17:05.794866,Bangalore,Android,866,40,5,30711.99,True,440.6,True,4,0
597f1f9e-4491-4ba8-a76a-1456004f53b2,USR0459,45892.65,2025-09-06T01:14:05.794873,Mumbai,iOS,638,23,4,28109.17,True,274.72,True,0,0
1649141d-8ed8-4c73-8b00-f0038465c268,USR0256,65928.53,2025-09-10T10:29:05.794880,Hyderabad,Android,53,2,3,42073.63,False,438.36,True,3,1
403331c9-e3f7-4e4c-a9a0-5e704767f883,USR0598,1826.93,2025-09-03T19:16:05.794889,Hyderabad,Android,276,31,8,46910.83,False,133.38,False,0,0
240611a4-a14c-4f0e-a189-0340d027d552,USR0954,64331.52,2025-09-11T02:37:05.794897,Delhi,iOS,300,40,9,42152.96,True,201.56,False,1,1
e1f69d8e-0793-4041-a539-884b3f031061,USR0391,89542.82,2025-09-11T13:57:05.794904,Mumbai,Web,830,15,4,24981.69,True,292.98,True,3,0
898d6b62-bf2b-4f45-8e17-bea551ee35dd,USR0409,84672.38,2025-09-07T23:44:05.794911,Mumbai,Web,642,42,5,8771.74,False,345.51,True,1,0
3b7bab7e-c04d-4e55-921f-4b1653f284ce,USR0189,18778.57,2025-08-19T06:07:05.794919,Bangalore,iOS,403,22,1,26420.83,False,224.39,True,1,0
1cbf4a3d-a992-40ad-80f1-d7deeff1d7e1,USR0348,38956.37,2025-09-05T17:42:05.794926,Bangalore,Web,813,19,1,30765.52,True,416.4,False,3,0
a8827f4b-c067-4d11-a567-3d3eb38544aa,USR0100,10412.75,2025-08-29T14:22:05.794933,Hyderabad,Android,68,25,9,34817.7,True,176.02,False,2,0
e039be2a-127d-48dc-9a8a-8f17d293d3ed,USR0200,9522.61,2025-08-30T03:25:05.794940,Bangalore,Android,616,41,1,18252.18,False,230.76,True,2,1
63c5f6b5-d956-40bd-89a3-226a3b99193f,USR0051,88518.44,2025-09-09T04:07:05.794947,Bangalore,Web,785,18,0,5151.09,False,47.21,False,3,0
df8c9fb7-0473-4131-b3a2-2efede3b9438,USR0111,8273.28,2025-08-18T11:18:05.794954,Chennai,Android,221,36,3,12779.72,False,175.08,False,4,0
fb5649ab-939a-4295-9e66-e326f0e20ff3,USR0481,61581.77,2025-09-05T14:56:05.794962,Delhi,Web,782,34,6,43773.83,True,41.77,False,3,0
51e1c3f1-80c0-4ce7-bbcb-e39f2e73ca24,USR0358,20877.74,2025-08-17T10:27:05.794969,Mumbai,Android,875,10,8,2506.74,False,382.84,False,3,0
d5bab288-8717-4280-8612-60fdcdcd9b56,USR0470,78411.05,2025-08-22T12:20:05.794976,Delhi,Web,840,6,6,43121.43,True,207.3,True,3,0
edf28307-affe-4bbe-be2e-df523ec21153,USR0838,13173.84,2025-08-17T22:10:05.794983,Hyderabad,iOS,628,9,9,2602.95,False,176.69,True,4,0
b9bf7908-8fe9-4e72-94da-620443af657d,USR0352,23539.17,2025-08-22T09:33:05.794990,Delhi,iOS,445,25,5,23901.55,False,35.24,False,3,0
2d42a68e-b82d-4237-b745-f32066320d21,USR0833,68123.61,2025-08-22T03:13:05.794997,Mumbai,Android,471,9,7,17784.94,False,136.96,True,4,0
0a528865-934d-4767-b82e-1bf5ff189ae7,USR0967,37654.18,2025-09-12T02:36:05.795004,Bangalore,iOS,538,15,10,38895.18,False,138.09,True,3,0
32bd4d4d-67bd-4fd7-946c-e2bdc7e81b5e,USR0572,48751.49,2025-08-29T09:41:05.795012,Hyderabad,Android,232,47,5,13913.4,True,86.84,True,1,0
99125e79-b055-449e-8fd2-a1cbf6885d29,USR0816,33052.36,2025-08-19T02:53:05.795019,Chennai,Android,53,44,1,28525.01,False,1.01,False,2,0
fbf934ee-c786-4312-816e-e7d9f134ae45,USR0779,32190.44,2025-09-09T21:26:05.795026,Delhi,Web,369,20,2,35151.43,True,23.67,False,1,0
728691b2-ed00-47a6-95fb-fed061e2ff7a,USR0234,45269.29,2025-09-02T21:38:05.795033,Chennai,Web,15,3,10,39637.25,True,157.73,False,5,0
1c862223-7b41-4a34-85d6-729c170c034a,USR0060,30978.35,2025-09-09T15:32:05.795041,Bangalore,Web,763,3,3,15511.05,True,309.51,False,1,0
25882d3d-9192-4bb6-9dfd-1f7d5870fca8,USR0634,96894.2,2025-08-22T19:17:05.795048,Hyderabad,Web,739,3,0,19631.33,False,86.56,False,4,0
d6bcacab-cd5d-4286-800c-8d49fccb084f,USR0977,55066.37,2025-08-30T18:12:05.795055,Bangalore,iOS,544,20,5,20161.16,True,150.17,True,3,0
d41443a4-23a6-4c09-8c8a-401b0debfce6,USR0031,26968.56,2025-09-05T07:47:05.795062,Hyderabad,iOS,117,2,7,41328.23,True,276.89,True,0,0
2238a497-5db3-4817-8cb4-64f529d096ed,USR0004,11512.22,2025-08-24T09:16:05.795069,Chennai,iOS,210,25,9,3805.87,False,178.66,False,0,0
1c90add2-4ec3-4cff-921a-a3f623f25aab,USR0749,92119.91,2025-08-23T08:34:05.795076,Mumbai,iOS,584,25,5,14316.37,False,402.99,False,1,0
2b77245e-ea50-43c7-bd46-b31f38ee9101,USR0155,17214.63,2025-09-13T06:01:05.795084,Hyderabad,iOS,636,32,7,13683.56,True,44.78,False,3,0
bd4292bc-1b6b-4746-9595-b61043eba91f,USR0946,33362.04,2025-09-10T23:19:05.795091,Delhi,iOS,645,38,9,35811.51,False,317.43,True,4,0
01097b32-76cf-49c4-b620-11a865331085,USR0683,50153.04,2025-09-03T22:35:05.795098,Chennai,iOS,999,4,4,4971.85,False,398.54,False,2,0
1e61a24e-9d2f-4b65-976d-ddd443b25d27,USR0068,56724.89,2025-09-11T17:54:05.795105,Chennai,iOS,707,42,5,45042.31,False,135.17,True,3,0
15cb7ffc-134e-461e-8d55-3417b3c3eba2,USR0937,14039.04,2025-09-04T21:56:05.795112,Hyderabad,Android,522,2,2,4061.02,True,231.73,False,5,0
46f31370-5b0b-4c8e-b83f-ddfbdb8feab6,USR0066,33897.16,2025-08-21T02:05:05.795122,Delhi,iOS,143,44,2,28961.62,False,16.41,False,0,0
f830fc11-3cf9-45bf-91a7-82cd1696e00b,USR0884,77299.24,2025-08-31T15:02:05.795129,Bangalore,iOS,808,32,1,19907.06,True,3.82,True,2,0
af9a1381-4459-44c5-b977-760aefdc4115,USR0834,19529.07,2025-08-28T22:36:05.795136,Bangalore,iOS,49,13,4,20550.56,False,3.12,True,1,0
90f57192-5193-46fb-b815-ce23cb0a62ea,USR0202,52356.87,2025-09-08T10:34:05.795143,Bangalore,iOS,470,42,1,43132.48,True,207.73,False,5,0
8e9f44da-1493-4f8c-ab8f-2a723676f6a6,USR0835,74518.94,2025-09-05T12:23:05.795150,Hyderabad,iOS,166,16,7,45665.09,True,328.37,True,3,0
010333e1-f6cb-4062-aa59-be9500f6967e,USR0865,69169.82,2025-09-01T20:27:05.795157,Chennai,Web,697,32,10,11825.2,False,293.25,True,1,0
44a802f8-6121-4c20-948b-4f9adff45288,USR0442,58992.59,2025-08-30T06:05:05.795164,Delhi,Android,671,42,6,11066.51,False,75.63,True,4,0
1535b980-9e04-4221-9887-98c1e29c0662,USR0367,15000.01,2025-08-30T18:58:05.795171,Hyderabad,iOS,772,49,7,13312.2,False,59.78,False,3,0
4fda742d-5f93-4649-868c-d301b4142ae4,USR0922,77068.33,2025-08-22T21:47:05.795178,Bangalore,iOS,36,29,4,36979.81,False,49.86,True,3,1
19216925-de9d-424a-9300-aece5934ef7e,USR0430,54619.34,2025-09-08T19:15:05.795185,Bangalore,iOS,689,35,6,23621.35,True,251.6,False,4,0
21e04405-0fe0-40d6-9ae9-00269be54008,USR0375,81783.08,2025-09-13T06:30:05.795193,Delhi,Android,912,28,0,24925.51,False,340.04,True,4,0
ad4ae933-d91b-47ea-a018-5b3d002355a0,USR0661,92440.68,2025-08-26T08:12:05.795200,Hyderabad,Android,779,4,7,26642.42,False,467.02,True,5,0
714a88fe-cf98-4f3a-9dc4-b2516003d9b1,USR0182,94322.27,2025-08-29T17:06:05.795207,Chennai,Web,932,9,6,26702.83,True,217.77,False,0,0
0bcea573-5b92-4620-820a-89a8698fcc0d,USR0078,72800.32,2025-08-15T12:48:05.795214,Mumbai,iOS,465,15,2,2218.44,False,319.19,True,1,0
fbea078d-0a51-496f-abf7-c794a332eb15,USR0721,85088.23,2025-08-16T19:22:05.795221,Hyderabad,iOS,165,32,0,12151.16,True,0.17,False,5,0
a80250ca-2c69-4857-b823-33653afd4634,USR0403,59407.67,2025-09-03T17:18:05.795229,Mumbai,Web,488,25,3,39462.06,False,67.14,True,0,0
a841b8fc-613f-4287-8550-3c756df1b0a3,USR0111,78904.86,2025-08-22T14:30:05.795236,Mumbai,Android,232,47,3,30091.66,True,476.56,False,4,0
0eb17314-3ff0-4ded-aadb-4cadebb5cde9,USR0004,92610.21,2025-09-06T13:04:05.795243,Delhi,Web,445,4,9,38690.48,False,250.19,False,5,0
00d94502-4365-4df7-8155-81050bffe936,USR0112,46089.39,2025-08-21T20:51:05.795250,Hyderabad,Web,933,41,5,37731.53,False,315.22,True,1,0
f05003bb-d3c3-4f47-ae8b-8723b212db77,USR0673,9818.71,2025-09-01T00:14:05.795257,Delhi,Web,446,32,4,7847.56,True,499.42,True,0,0
365b2697-9d92-4699-8c0b-4c39734faa86,USR0918,94550.11,2025-09-14T09:23:05.795264,Hyderabad,iOS,856,39,9,7654.35,False,230.15,False,3,0
118e4185-be00-4d71-94c3-aaaea1ee37f5,USR0824,22992.75,2025-09-03T17:36:05.795271,Chennai,iOS,620,28,0,13033.79,True,414.13,True,4,0
6497c473-e93d-4dde-9d1d-31260fa90f02,USR0065,65757.29,2025-09-12T19:21:05.795278,Hyderabad,Web,75,42,3,16231.26,False,284.94,False,2,0
662c5af1-d0c1-44ba-996a-e1e544326683,USR0268,60898.34,2025-09-10T21:18:05.795285,Hyderabad,Web,583,25,7,31776.54,False,173.13,True,0,0
01bba231-b494-4212-b389-8dd07a236421,USR0102,77103.41,2025-09-08T13:16:05.795292,Chennai,iOS,25,23,3,25962.74,False,327.62,False,3,1
7471a424-6969-4829-b86b-6ae8702d940d,USR0648,58731.08,2025-09-01T00:29:05.795300,Mumbai,Android,61,50,2,38428.72,True,359.8,True,0,0
6ec7d7db-5d2b-444d-bbe4-317b9fa8721b,USR0327,18897.16,2025-08-25T08:51:05.795307,Delhi,Android,356,10,1,46436.24,True,492.88,False,1,0
fad35ab0-3b84-488d-ac73-5961838959d6,USR0997,6218.33,2025-09-08T01:53:05.795314,Delhi,iOS,35,47,8,24324.94,False,477.37,False,3,0
c563e76a-24c1-4ff8-9e24-4d2473c526d7,USR0016,67721.9,2025-09-09T07:42:05.795321,Bangalore,Android,837,3,8,257.37,False,84.78,False,5,0
c14bfe9f-519c-412f-8971-23936a542001,USR0902,13020.36,2025-08-16T17:55:05.795328,Bangalore,iOS,775,47,0,19874.19,False,210.8,False,2,0
7f6b7ead-2508-4d3d-81bd-53546be62410,USR0308,93577.75,2025-08-25T20:04:05.795335,Delhi,Android,419,47,7,39990.51,False,472.22,True,1,0
9a16346e-f2a3-489b-96d6-232a48a62506,USR0904,96488.69,2025-09-07T10:37:05.795342,Hyderabad,Android,442,38,0,6201.59,False,358.73,False,5,0
b4b8f933-e8c2-4d83-8b4e-58da8e66e66f,USR0058,89029.9,2025-08-30T06:16:05.795349,Chennai,iOS,390,6,3,3323.13,False,163.58,True,3,0
045ca7a4-97db-4d93-b9b0-b3bd8996632c,USR0217,6075.59,2025-09-01T18:58:05.795356,Hyderabad,Android,85,8,1,28495.48,True,155.14,True,3,0
719f46c5-4be9-42b4-9b91-7570c4625b11,USR0789,25011.66,2025-09-08T08:11:05.795363,Hyderabad,Android,323,43,6,42446.04,False,426.19,False,3,0
1f17d38a-68af-4bee-81a9-76e20d54c3a0,USR0209,63707.19,2025-09-14T01:58:05.795370,Delhi,Android,647,30,8,9092.08,True,39.58,True,1,0
03906229-a641-4ae1-91ba-54ed0ab942f5,USR0422,54122.71,2025-08-17T05:42:05.795377,Hyderabad,Android,966,13,3,6549.72,False,38.45,False,4,1
0468c6fa-029a-4052-9ef9-5b2b0251cd31,USR0281,77090.79,2025-08-28T22:50:05.795385,Delhi,Web,218,39,7,13437.31,True,1.21,True,0,0
1bdc863b-a980-4584-8456-837e361d2605,USR0898,19170.88,2025-08-26T22:12:05.795391,Chennai,iOS,527,15,8,46869.76,True,435.99,True,5,0
8aa49dc8-5233-4757-b5c7-02e656481775,USR0295,60790.97,2025-08-29T06:31:05.795399,Hyderabad,iOS,217,31,5,40434.73,False,332.49,False,1,0
